id,名称,地址,电话,经度_GCJ02,纬度_GCJ02,经度_WGS84,纬度_WGS84,Center_X,Center_Y,类型代码,类型名称,省份,城市,区域,营业时间,评分
B0FFG1LGRM,喜士多副食(金源利·青国青城店),锦龙路289号3幢附3号,13368192227,106.525162,29.490178,,,440397.1823798062,3262452.5628875624,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B0M6YDRCW3,立邦刷新服务(广厦城店),广厦城一期2号院,[],106.530481,29.493851,,,440914.93633134395,3262856.829517323,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,2.6
B0HRHM0ET5,超群建材门窗五金(金源利·青国青城店),锦龙路289号附2号,13101201202,106.524681,29.489683,,,440350.26437993837,3262397.9618952037,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.4
B0FFIAH57D,百果园(广厦城店),龙江路10号附15号,023-68435426,106.530049,29.494137,,,440873.225994457,3262888.7385602277,060704,购物服务;综合市场;果品市场,重庆市,重庆市,九龙坡区,,4.2
B0FFLIGX2C,LABO23广厦城·山顶道店,滩子口九龙花园(福星水世界旁)山顶道店,13308352923,106.5248,29.492626,,,440363.52405944216,3262723.993817306,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.9
B0FFHEDT3L,7点鲜生活超市(广夏城店),龙江路8号保利心语花园,18983253308,106.529165,29.49511,,,440788.1005546382,3262996.999266104,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.0
B0I2XU1NT1,条马批发部(保利心语店),龙江路95号附16号,[],106.52877,29.495417,,,440749.98990337027,3263031.2168195928,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.0
B0J06RRHHK,HEYU·艺术商店,黄桷坪街道黄桷坪正街川美后街,[],106.540374,29.489321,,,441871.3395177132,3262349.910894453,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.6
B0FFHGIBZW,骨头帮宠物生活馆,滩子口95号星河名居第一层门面8号,17784253011,106.52858,29.496138,,,440731.99207909056,3263111.202487757,061211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,3.9
B0H3OH0RKX,品物集,铁路二村122号(黄桷坪地铁站4号口步行320米),13594139439;18875082412,106.539589,29.492826,,,441797.2448916969,3262738.666789311,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.7
B001792M5X,新世纪超市(黄桷坪店),黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,023-89087051,106.541198,29.490777,,,441952.0484784265,3262510.8283623992,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.4
B0HRSCQPME,立达五金,黄桷坪正街3号附7号,023-68500816,106.542524,29.490082,,,442080.19428126863,3262433.1598509806,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B00179458V,鲁轩美术培训学校(黄桷坪总部校区),黄桷坪正街5号附10号(四川美术学院地铁站4号口旁),15826287260;15923147511,106.542999,29.48941,,,442125.8586811687,3262358.4641586933,141400|060000,科教文化服务;培训机构;培训机构|购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.5
B0GDSRROF7,谊品生鲜(黄桷坪店),新建路1-1号(四川美术学院地铁站4号口步行170米),15983108889,106.542499,29.49081,,,442078.1849202074,3262513.836651547,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,4.0
B0FFJRCP60,西渝皮艺馆,黄桷坪街4号附7号,13648323906,106.542791,29.489845,,,442105.9424229844,3262406.7667698567,061100|070000,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|生活服务;生活服务场所;生活服务场所,重庆市,重庆市,九龙坡区,,3.8
B0M677ZDDF,鲁轩画材(黄桷坪店),黄桷坪正街(四川美术学院地铁站4号口步行60米),19112038184,106.543031,29.489202,,,442128.8425576437,3262335.401292246,060800,购物服务;文化用品店;文化用品店,重庆市,重庆市,九龙坡区,,3.6
B0FFGY6C3I,黄桷坪菜市场(龙隐花苑店),黄桷坪街道黄桷坪正街搬运西村3号黄桷花园,023-68516497;15998920432,106.542513,29.490837,,,442079.5574250775,3262516.821356772,060705,购物服务;综合市场;蔬菜市场,重庆市,重庆市,九龙坡区,,4.0
B0G127MQGM,易可购超市(志龙·观江岭店),杨九路管家林11号附13号,13658251496,106.534774,29.497521,,,441333.1984160938,3263261.3039807216,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.6
B001786TSP,江苏炒货(黄桷坪店),黄桷坪街4号附3号(福星楼西北),13638320444,106.54282,29.489783,,,442108.7184303886,3262399.8825785676,060704,购物服务;综合市场;果品市场,重庆市,重庆市,九龙坡区,,3.6
B0JR7LHYJP,freefall艺术商店,黄桷坪街5号附8号(四川美术学院地铁站4号口旁),15608028239,106.543088,29.489322,,,442134.4363603456,3262348.669271253,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0
B0GU71NVBW,LAWSON罗森(黄桷坪店),新建路3号(四川美术学院地铁站4号口旁),023-68675530,106.543182,29.489805,,,442143.823195955,3262402.1402286943,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.1
B001792SH0,笔啸轩美术用品店(黄桷坪店),黄桷坪正街213号附6号,17783991297,106.543317,29.487887,,,442155.8205595569,3262189.5536327497,060800,购物服务;文化用品店;文化用品店,重庆市,重庆市,九龙坡区,,3.7
B0JD6M17I4,菲林好玩(黄正街社区店),黄桷坪街9号附1号(四川美术学院地铁站4号口步行170米),17783850623,106.543683,29.488583,,,442191.6963592303,3262266.4904330866,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.4
B0FFIR423K,地弹簧拉手批发,龙江支路商住楼1号附1号(滩子口地铁站2A口步行380米),18202381141,106.526094,29.497286,,,440491.68513888045,3263239.673095214,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B0HUD5KIKF,白雪美术用品批发部(福星楼店),黄桷坪街8号附2号(四川美术学院地铁站4号口步行100米),18375858383,106.543412,29.488699,,,442165.4912054103,3262279.4781717393,060800,购物服务;文化用品店;文化用品店,重庆市,重庆市,九龙坡区,,3.9
B0G3LDHSND,中国移动5G营业厅,黄桷坪正街8号福星楼附6号,15923274688;15923274689,106.543422,29.48878,,,442166.50661941536,3262288.44821758,060305|070603,购物服务;家电电子卖场;手机销售|生活服务;电讯营业厅;中国移动营业厅,重庆市,重庆市,九龙坡区,,4.3
B0FFF2IOE9,青竹画材(福星楼店),黄桷坪街8号附6号(四川美术学院地铁站4号口步行90米),13508339665;13658341888,106.543439,29.488873,,,442168.20743308315,3262298.744417222,060800,购物服务;文化用品店;文化用品店,重庆市,重庆市,九龙坡区,,3.7
B0FFIZR9KA,金田便利超市,福星楼8号附7号(四川美术学院地铁站4号口步行90米),023-68604655,106.543425,29.488875,,,442166.85139748437,3262298.9729790348,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.1
B0FFF03KHI,源来玻璃深加工,九龙八村1号附15号(滩子口地铁站2A口步行380米),13638377045,106.525589,29.497232,,,440442.7023925992,3263233.9481106014,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6
B0LAV52CIO,玩子中古屋,黄桷坪街9号附2号(四川美术学院地铁站4号口步行170米),17783850623,106.543677,29.488609,,,442191.12947303685,3262269.3742820295,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.0
B0FFLP79JZ,建勇门窗,黄桷坪街道滩子口正街17号,13452972779,106.52575,29.497371,,,440458.3899156112,3263249.267328559,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6
B0JG9L9I8Q,不名曰·蝴蝶手作DIY(黄正街社区店),黄桷坪正街9号1楼5号,17623201808,106.543692,29.488671,,,442192.6187860874,3262276.2365960283,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0
B0G1SS8Q95,富华不锈钢门窗,天祥苑(滩子口地铁站2A口步行370米),13983410148,106.526148,29.497675,,,440497.1469121797,3263282.7478386634,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.4
B0FFGSU2OJ,成达电脑照相复印(滩子口店),滩子口71号附1号(滩子口地铁站2A口步行300米),[],106.526638,29.498066,,,440544.8722674231,3263325.821325533,060306|070000,购物服务;家电电子卖场;数码电子|生活服务;生活服务场所;生活服务场所,重庆市,重庆市,九龙坡区,,4.1
B0J2VH9ACP,优客家便利店(天祥苑店),黄桷坪街道滩子口72号天祥苑第1层门面9号,13271893562,106.526004,29.497808,,,440483.2663826703,3263297.5582839167,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.6
B0LDUUFM9Q,好又多超市滩子口店,滩子口71号附3号(滩子口地铁站2A口步行280米),[],106.52652,29.4982,,,440533.51254983485,3263340.7292273585,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.1
B0H3JA1VMJ,军哥书屋(防空洞店),黄桷坪街道铁路五村(四川美术学院地铁站2号口步行110米),13508392488,106.545058,29.487913,,,442324.6108781457,3262191.570523831,061205,购物服务;专卖店;书店,重庆市,重庆市,九龙坡区,,4.7
B0FFIR8I2V,齐恩超市(黄桷坪店),铁路四村12号附10号,18580030056,106.544059,29.490845,,,442229.4295853007,3262516.939361896,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.7
B0FFHCL3GF,果香源平价超市(天河名港店),滩子口49-70号天河名港,13350368417,106.526499,29.498893,,,440531.8818558705,3263417.5264349896,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.5
B0L12UUPDY,凤梧超市(滩子口店),滩子口101号田野小区(滩子口地铁站2A口步行170米),[],106.525154,29.498894,,,440401.5096503066,3263418.3254291737,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.7
B00170I3C1,正雅烟酒便利店,田野小区北门旁(滩子口地铁站2A口步行200米),18523838050;18723336956,106.524903,29.498914,,,440377.1915717998,3263420.670084642,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B0GRVZT9A7,五洲书店,滩子口118号五洲世纪中心,023-68856868,106.523093,29.498654,,,440201.59291703167,3263392.7901695897,061205,购物服务;专卖店;书店,重庆市,重庆市,九龙坡区,,4.6
B0K0KUD3XK,小天才电话手表(九龙坡区滩子口五洲书店一楼),西子路202号五洲书店一楼树根AI学习硬件,[],106.522833,29.497949,,,440175.97632622597,3263314.8076867894,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.5
B0K1B7SKUM,美国汉仕国际艺术涂料,南站货运大楼正对面,13696494422,106.545303,29.48402,,,442346.15772297623,3261760.094671417,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.3
B0FFF2U63Z,奇美铝业(和信公寓店),滩子口182号(滩子口地铁站2A口步行320米),15223316433,106.52386,29.498991,,,440276.13726398745,3263429.736841783,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.8
B0L66DKT9I,小米之家(九龙坡区五洲书店专卖店),杨家坪街道五洲书店,023-68603706,106.523093,29.498654,,,440201.59291703167,3263392.7901695897,060305,购物服务;家电电子卖场;手机销售,重庆市,重庆市,九龙坡区,,3.8
B0IAJL31SV,铝王铝业(和信公寓店),田野小区北门西80米(滩子口地铁站2A口步行290米),13883443120,106.523937,29.498984,,,440283.5968724922,3263428.9216985027,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.7
B0L2OAVRQP,徐满仓超市,滩子口118号五洲书店LG层(滩子口地铁站2A口步行380米),[],106.523292,29.499034,,,440221.10549935146,3263434.793064442,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.3
B0FFJ4EPJR,心悦便利店(晋愉·九龙湾店),铁路一村28号附27号(滩子口地铁站1号口步行480米),19112825251,106.530126,29.501903,,,440885.2003882878,3263749.1951203574,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.6
B0FFKS9ZSN,芙蓉兴盛便利超市·奕格(西子路店),杨家坪新华7村202号附74号,18580128535,106.519731,29.49777,,,439875.18633635866,3263296.572842429,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.9
B0017948FD,月红生鲜连锁超市(九龙湾分店),晋愉·九龙湾东北门旁,15223220806,106.530131,29.502154,,,440885.8308233289,3263777.004135886,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.4
B0FFKI4DS5,味谷客秀生活超市(新华春天店),杨家坪西子路新华春天A6栋,18083021608;19112769854,106.519284,29.498176,,,439832.0974645358,3263341.7899485617,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.0
B001797G38,彬华批发超市(福星·颐美华庭店),天兴路49号附11号,15723205879,106.523245,29.50164,,,440218.0804240526,3263723.569983263,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.1
B0FFJ2N387,融汇江山5D商业街,巴滨路与峡谷路交叉口东南120米,[],106.521449,29.474577,,,440028.05983087304,3260725.8359524123,061000,购物服务;特色商业街;特色商业街,重庆市,重庆市,巴南区,,3.5
B0HRPZ3DI1,百果园(重庆融汇半岛店),李家沱街道融汇大道66号附22号,13308397538,106.519377,29.473899,,,439826.7693934614,3260651.78071297,060704,购物服务;综合市场;果品市场,重庆市,重庆市,巴南区,,3.8
B0FFKLEELQ,谊品生鲜(融汇半岛五园湾B区店),李家沱融汇大道5号附46、47、48、50号,15523215198;4008085898,106.519179,29.473348,,,439807.24673658045,3260590.830782355,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,巴南区,,4.1
B0FFIBDNJQ,芙蓉兴盛便利超市(佳锦园店),天兴路6号附8号,15882949833,106.526874,29.505146,,,440571.88257231255,3264110.186282195,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.9
B001786RZG,路点酒吧,直港大道48号附9号,18602338533,106.53004,29.505769,,,440879.1105459458,3264177.603386107,080304|061100,体育休闲服务;娱乐场所;酒吧|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,重庆市,重庆市,九龙坡区,,4.2
B0L2YCX0WB,LULUZOU H SHOP(九龙坡D10店),西子路51号,13983457081,106.518004,29.502051,,,439710.3196590867,3263771.814588881,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.5
B0JG5H1F8A,畅鲜果蔬,融汇大道5号5栋附11号,15922663451,106.518199,29.473362,,,439712.2383059402,3260592.889008004,060704,购物服务;综合市场;果品市场,重庆市,重庆市,巴南区,,3.7
B0JU6HZJT8,重庆·黑珍珠,杨家坪正街4号,18996121272,106.518461,29.503055,,,439755.21032629156,3263882.8242095243,061202,购物服务;专卖店;珠宝首饰工艺品,重庆市,重庆市,九龙坡区,,[]
B001792AEJ,利霞五金建材(融汇半岛五园湾B区店),融汇大道5号融汇半岛五园湾B区,13098782361,106.518085,29.472674,,,439700.77819242503,3260516.715803023,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,巴南区,,3.8
B00170J9AM,融汇西流沱,李家沱汇北路,023-62298809,106.512749,29.476769,,,439185.86258266144,3260973.22806733,061000,购物服务;特色商业街;特色商业街,重庆市,重庆市,巴南区,,4.1
B0LUYDDLPU,重庆沐然优选商贸有限公司,杨家坪街道天宝路118号-1-c号,17815197971,106.52865,29.506764,,,440744.96441119723,3264288.5597121427,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,[]
B0L3XC1XJQ,星之福防火门防盗门木门厂家直营,珠江花园南区东门西90米,19122928017;19332239625,106.529013,29.506877,,,440780.213558982,3264300.895606223,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.6
B0FFFS37QA,振兴五金建材(天宝路店),直港大道28号附33号,13452159653,106.526789,29.506746,,,440564.5784671385,3264287.514688695,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.8
B0FFJNOU29,重庆九龙坡印象汇,杨家坪西郊三村2号(动物园地铁站2号口步行280米),023-86638086,106.512284,29.500433,,,439154.9211385121,3263595.512863009,060102,购物服务;商场;普通商场,重庆市,重庆市,九龙坡区,,4.6
B0FFIDSL2U,毛线沟蔬菜批发市场,祥和如意居北3门东60米(动物园地铁站2号口步行360米),023-68419414;13996669999,106.509819,29.497122,,,438914.001359002,3263229.9351805714,060703|060705,购物服务;综合市场;农副产品市场|购物服务;综合市场;蔬菜市场,重庆市,重庆市,九龙坡区,,4.4
B0FFH6LPF4,九龙坡蔬菜批发市场,杨渡村138号(动物园地铁站2号口步行450米),19282578946,106.509766,29.497001,,,438908.79127666313,3263216.5558245447,060703|060705,购物服务;综合市场;农副产品市场|购物服务;综合市场;蔬菜市场,重庆市,重庆市,九龙坡区,,4.2
B0HB7R1UAG,良品铺子(重庆九龙坡印象汇店),西子路杨家坪西郊三村2号九龙坡印象汇01-29-31,4001177517,106.512298,29.499742,,,439155.8650827194,3263518.94054859,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,3.8
B0FFFWHJ3Z,美利达自行车(重庆李家沱店),马王坪正街70号附12号,15923319915,106.529964,29.466976,,,440849.2162633962,3259879.270695952,061208,购物服务;专卖店;自行车专卖店,重庆市,重庆市,巴南区,,4.2
B0G1S7AR2B,新世纪超市(重庆九龙坡印象汇店),九龙坡区杨家坪西郊三村2号印象汇2楼(动物园正对面),023-86823308,106.512229,29.500296,,,439149.50807490473,3263580.3615919244,060102|060400,购物服务;商场;普通商场|购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.3
B0J30U99TL,XDS喜德盛自行车(李家沱专卖店),李家沱街道桥南村8幢商7号,13228658318,106.529938,29.466999,,,440846.7086060823,3259881.8323571025,061208,购物服务;专卖店;自行车专卖店,重庆市,重庆市,巴南区,,4.3
B0JGFZJ1LB,户外陶瓷解忧杂货店,李家沱融汇半岛西流沱古镇243号附7号2-5,15223423704;17338336797,106.511694,29.476282,,,439083.28635651374,3260919.8186176573,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,巴南区,,3.6
B0FFHB7D6R,金果源(直港大道店),直港大道30号附10-11号,023-68432133,106.52699,29.507883,,,440584.7241141271,3264413.3951671897,060704,购物服务;综合市场;果品市场,重庆市,重庆市,九龙坡区,,3.5
B0FFHMVJ30,双华便利店(珠江花园北区店),珠江医院南门旁,023-68403253;15310828883,106.52828,29.508153,,,440709.9119407419,3264442.653782442,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B00178XJRP,LAWSON罗森(珠江花园三店),珠江花园199号,[],106.528102,29.508196,,,440692.6847821462,3264447.5090608504,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.9
B00178367Q,宝岛眼镜(杨家坪印象汇店),杨家坪西郊三村2号2层02-31号,023-68780653,106.511921,29.499884,,,439119.40712162433,3263534.87180959,061204,购物服务;专卖店;眼镜店,重庆市,重庆市,九龙坡区,,3.7
B0G0A7X9UN,重庆代国脚手架围挡,滩子口44号3-2-1号,13608368344,106.509967,29.497616,,,438928.64386789664,3263284.5942503833,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,4.0
B0LALUAUEY,谊品生鲜24小时折扣店,直港大道珠江花园1栋43号,13330320240,106.527422,29.508311,,,440626.84454604314,3264460.598326716,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.6
B0JGRZ2HL5,蒲公英(动物园店),杨家坪西郊三村2号印象汇01层47号,15102327317,106.511942,29.500735,,,439121.9516816247,3263629.1543284366,061100|050000,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;餐饮相关场所;餐饮相关,重庆市,重庆市,九龙坡区,,4.3
B0HU77Z2ZL,小米之家(九龙坡区印象汇专卖店),杨家坪街道重庆重庆市九龙坡区西郊路29号(印象汇小米之家),023-68493156,106.51204,29.500672,,,439131.41312665655,3263622.122452693,060305,购物服务;家电电子卖场;手机销售,重庆市,重庆市,九龙坡区,,3.8
B0FFGZY3FB,重庆中迪广场,杨家坪正街68号(杨家坪地铁站7号口步行100米),023-68789999,106.516585,29.505666,,,439574.92461849423,3264173.104307,060100,购物服务;商场;商场,重庆市,重庆市,九龙坡区,,4.5
B00178XDIR,天友生活(金都店),直港大道26号附16号,15215138886,106.525359,29.508321,,,440426.89935234725,3264462.76116528,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.7
B0KAX7ETAP,元祖食品(融汇半岛店),李家沱街道融汇大道277号(玫瑰公馆1号门旁),13101356019,106.513647,29.472558,,,439270.4161122937,3260506.169022017,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,巴南区,,4.1
B0FFIJWI91,谊品生鲜折扣店(融汇大道店),融汇大道11号靠近融汇半岛·玫瑰公馆,15826171250;15922839167,106.513315,29.473136,,,439238.5711853687,3260570.386182808,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,巴南区,,3.6
B0FFHCZCLA,中国电信(融汇半岛指定营业厅),融汇大道7号,18996080813,106.514275,29.472175,,,439331.0768359714,3260463.404236193,060305|070601,购物服务;家电电子卖场;手机销售|生活服务;电讯营业厅;中国电信营业厅,重庆市,重庆市,巴南区,,4.4
B0H04HBMY1,杨家坪动物园广夏经典逸民超市,杨家坪街道西郊路28号1栋1层11号,15808019890,106.510531,29.49924,,,438984.2874759083,3263464.242699509,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B0L0NMR633,凤梧超市(玫瑰公馆店),融汇大道11号,[],106.513318,29.473136,,,439238.86205362075,3260570.384617388,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,巴南区,,3.9
B0FFHFT03C,义乌小商品超市(典雅苑店),马王坪正街25号附1号,[],106.536731,29.466341,,,441504.9920218889,3259805.4934536675,060701|060400,购物服务;综合市场;小商品市场|购物服务;超级市场;超市,重庆市,重庆市,巴南区,,3.9
B0H0D79S0X,天福茗茶(直港大道店 ),杨家坪直港大道15号2-3号,023-68428813,106.524996,29.508646,,,440391.90689894214,3264498.958164767,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.4
B0FFG8VE4X,齐恩超市(爱窝店),李家沱融汇大道7号融汇半岛7期5栋1号楼,18580030056,106.514489,29.471455,,,439351.3970965869,3260383.5148292803,060400,购物服务;超级市场;超市,重庆市,重庆市,巴南区,,4.0
B0JU5UFWIO,金渝超市(马王坪店),李家沱马王坪正街81号,023-66211986,106.535255,29.465868,,,441361.6034861686,3259753.826142774,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,巴南区,,4.3
B0K17XQU8D,誉多批发部(马王坪正街店),李家沱派出所三角碑治安岗亭西侧60米,13350352889,106.533138,29.465924,,,441156.3655641835,3259761.0987678883,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,巴南区,,3.5
B0H135L026,金渝超市(融汇店),李家沱街道融汇大道259号,023-62335858,106.51357,29.471681,,,439262.42770045565,3260409.035214842,060400,购物服务;超级市场;超市,重庆市,重庆市,巴南区,,4.4
B0LDPC00ZI,优贝儿童青少年自行车(巴南店),李渡路79号附21号,18680886675,106.545552,29.469519,,,442362.09371249715,3260153.2252873383,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,巴南区,,3.8
B0FFKHO56Q,盒马鲜生(杨家坪店),杨家坪正街68号附85号中迪广场G2层,023-68531925,106.515889,29.505924,,,439507.6181371022,3264202.0532720815,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.6
B0LKYZ34XC,泰山石膏板轻钢龙骨阻燃板批发,西郊路31号,18501444780,106.51066,29.500397,,,438997.4850578217,3263592.3743446167,060603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,九龙坡区,,3.2
B0FFG9MYB2,嘉禾农贸市场(直港店),杨家坪直港大道26号1栋,13072318756,106.524503,29.508981,,,440344.32069318113,3264536.3299772693,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,4.0
